epidemic_days,date,model,forecast
7,2024-01-29,LightGBM,8686.267239708299
7,2024-01-30,LightGBM,8264.89471578059
7,2024-01-03,Ridge,5947.844755225618
7,2024-01-04,Ridge,5826.180766264739
7,2024-01-05,Ridge,7273.996754270527
7,2024-01-06,Ridge,6179.167601480351
7,2024-01-07,Ridge,5827.090006454793
7,2024-01-08,Ridge,6460.987779334497
7,2024-01-09,Ridge,5580.432353694392
7,2024-01-10,Ridge,8922.341046185113
7,2024-01-11,Ridge,9451.282915407293
7,2024-01-12,Ridge,9355.221993690642
7,2024-01-13,Ridge,10006.205265257517
7,2024-01-14,Ridge,8806.582808689102
7,2024-01-15,Ridge,9339.968976036995
7,2024-01-16,Ridge,9244.804500640648
7,2024-01-17,Ridge,9211.69382770302
7,2024-01-18,Ridge,9786.772043946443
7,2024-01-19,Ridge,8805.915746539062
7,2024-01-20,Ridge,10602.469910554348
7,2024-01-21,Ridge,9232.093397823715
7,2024-01-22,Ridge,9992.081006868451
7,2024-01-23,Ridge,8831.094516361418
7,2024-01-24,Ridge,9785.08792622913
7,2024-01-25,Ridge,10142.140722119857
7,2024-01-26,Ridge,9631.828490765847
7,2024-01-27,Ridge,9604.318916888224
7,2024-01-28,Ridge,9756.56272182874
7,2024-01-29,Ridge,8683.253500053901
7,2024-01-30,Ridge,8315.480885307472
7,2024-01-03,Ensemble zwykła średnia,5992.063419461682
7,2024-01-04,Ensemble zwykła średnia,5922.240219020336
7,2024-01-05,Ensemble zwykła średnia,7195.354804707748
7,2024-01-06,Ensemble zwykła średnia,6154.324379515233
7,2024-01-07,Ensemble zwykła średnia,5918.605590636911
7,2024-01-08,Ensemble zwykła średnia,6442.547860235347
7,2024-01-09,Ensemble zwykła średnia,5705.9759997316505
7,2024-01-10,Ensemble zwykła średnia,8968.472823059126
7,2024-01-11,Ensemble zwykła średnia,9499.888557397482
7,2024-01-12,Ensemble zwykła średnia,9414.76624561994
7,2024-01-13,Ensemble zwykła średnia,10079.923903720415
7,2024-01-14,Ensemble zwykła średnia,8836.85656272399
7,2024-01-15,Ensemble zwykła średnia,9388.12724124878
7,2024-01-16,Ensemble zwykła średnia,9316.231672228403
7,2024-01-17,Ensemble zwykła średnia,9269.84742414937
7,2024-01-18,Ensemble zwykła średnia,9840.143204215417
7,2024-01-19,Ensemble zwykła średnia,8832.819044513262
7,2024-01-20,Ensemble zwykła średnia,10739.056517490686
7,2024-01-21,Ensemble zwykła średnia,9309.399363534583
7,2024-01-22,Ensemble zwykła średnia,10048.42491837457
7,2024-01-23,Ensemble zwykła średnia,8867.591485540257
7,2024-01-24,Ensemble zwykła średnia,9838.150678426711
7,2024-01-25,Ensemble zwykła średnia,10192.072721227678
7,2024-01-26,Ensemble zwykła średnia,9663.911882442248
7,2024-01-27,Ensemble zwykła średnia,9636.771700556244
7,2024-01-28,Ensemble zwykła średnia,9800.429415838502
7,2024-01-29,Ensemble zwykła średnia,8692.781999774566
7,2024-01-30,Ensemble zwykła średnia,8310.712783782314
7,2024-01-03,Ensemble ważona średnia,5973.838526101177
7,2024-01-04,Ensemble ważona średnia,5868.443869829462
7,2024-01-05,Ensemble ważona średnia,7265.822644617842
7,2024-01-06,Ensemble ważona średnia,6180.818089618099
7,2024-01-07,Ensemble ważona średnia,5867.853563418965
7,2024-01-08,Ensemble ważona średnia,6468.219434086102
7,2024-01-09,Ensemble ważona średnia,5632.3761029446005
7,2024-01-10,Ensemble ważona średnia,8947.458467872979
7,2024-01-11,Ensemble ważona średnia,9479.761292863439
7,2024-01-12,Ensemble ważona średnia,9382.237578151526
7,2024-01-13,Ensemble ważona średnia,10039.31825377103
7,2024-01-14,Ensemble ważona średnia,8823.486968865067
7,2024-01-15,Ensemble ważona średnia,9360.903553006861
7,2024-01-16,Ensemble ważona średnia,9281.69346518038
7,2024-01-17,Ensemble ważona średnia,9239.660992393352
7,2024-01-18,Ensemble ważona średnia,9813.29684382686
7,2024-01-19,Ensemble ważona średnia,8825.195917293064
7,2024-01-20,Ensemble ważona średnia,10656.21085541899
7,2024-01-21,Ensemble ważona średnia,9267.69950189911
7,2024-01-22,Ensemble ważona średnia,10020.434140003217
7,2024-01-23,Ensemble ważona średnia,8851.142049053533
7,2024-01-24,Ensemble ważona średnia,9814.098039656552
7,2024-01-25,Ensemble ważona średnia,10166.221772271234
7,2024-01-26,Ensemble ważona średnia,9650.09488089796
7,2024-01-27,Ensemble ważona średnia,9627.481702960218
7,2024-01-28,Ensemble ważona średnia,9777.186470212253
7,2024-01-29,Ensemble ważona średnia,8689.94781389624
7,2024-01-30,Ensemble ważona średnia,8319.492734592635
8,2024-01-03,ARIMAX,6032.699232590549
8,2024-01-04,ARIMAX,5915.815884518365
8,2024-01-05,ARIMAX,7376.786589044856
8,2024-01-06,ARIMAX,6239.857299662244
8,2024-01-07,ARIMAX,5915.815884518365
8,2024-01-08,ARIMAX,6546.078649210163
8,2024-01-09,ARIMAX,5675.636723287929
8,2024-01-10,ARIMAX,5642.615629129187
8,2024-01-11,ARIMAX,9543.92748113455
8,2024-01-12,ARIMAX,9416.23738623794
8,2024-01-13,ARIMAX,10079.52124508848
8,2024-01-14,ARIMAX,8858.729701792425
8,2024-01-15,ARIMAX,9383.216292079198
8,2024-01-16,ARIMAX,9347.876587730014
8,2024-01-17,ARIMAX,9281.83439941253
8,2024-01-18,ARIMAX,9856.86172261127
8,2024-01-19,ARIMAX,8880.64362228401
8,2024-01-20,ARIMAX,10687.569662445962
8,2024-01-21,ARIMAX,9314.855493571271
8,2024-01-22,ARIMAX,10068.41407142132
8,2024-01-23,ARIMAX,8891.750795951168
8,2024-01-24,ARIMAX,9872.363178016787
8,2024-01-25,ARIMAX,10202.817058246732
8,2024-01-26,ARIMAX,9689.437641627117
8,2024-01-27,ARIMAX,9693.831923365475
8,2024-01-28,ARIMAX,9806.320989699303
8,2024-01-29,ARIMAX,8708.8252595615
8,2024-01-30,ARIMAX,8351.762750258878
8,2024-01-03,LightGBM,5995.646270568879
8,2024-01-04,LightGBM,6024.724006277903
8,2024-01-05,LightGBM,6935.2810708078605
8,2024-01-06,LightGBM,6043.9482374031
8,2024-01-07,LightGBM,6012.910880937574
8,2024-01-08,LightGBM,6320.5771521613815
8,2024-01-09,LightGBM,5861.858922212632
8,2024-01-10,LightGBM,5791.569508454638
8,2024-01-11,LightGBM,9504.455275650607
8,2024-01-12,LightGBM,9472.839356931234
8,2024-01-13,LightGBM,10154.045200815248
8,2024-01-14,LightGBM,8845.257177690444
8,2024-01-15,LightGBM,9441.196455630146
8,2024-01-16,LightGBM,9356.013928314549
8,2024-01-17,LightGBM,9316.014045332557
8,2024-01-18,LightGBM,9876.795846088538
8,2024-01-19,LightGBM,8811.897764716714
8,2024-01-20,LightGBM,10927.129979471745
8,2024-01-21,LightGBM,9381.249199208765
8,2024-01-22,LightGBM,10084.779676833938
8,2024-01-23,LightGBM,8879.929144308184
8,2024-01-24,LightGBM,9857.000931034218
8,2024-01-25,LightGBM,10231.260383316443
8,2024-01-26,LightGBM,9670.469514933777
8,2024-01-27,LightGBM,9612.164261415037
8,2024-01-28,LightGBM,9838.40453598746
8,2024-01-29,LightGBM,8686.267239708299
8,2024-01-30,LightGBM,8264.89471578059
8,2024-01-03,Ridge,5947.844755225618
8,2024-01-04,Ridge,5826.180766264739
8,2024-01-05,Ridge,7273.996754270527
8,2024-01-06,Ridge,6179.167601480351
8,2024-01-07,Ridge,5827.090006454793
8,2024-01-08,Ridge,6460.987779334497
8,2024-01-09,Ridge,5580.432353694392
8,2024-01-10,Ridge,5563.905189871717
8,2024-01-11,Ridge,9451.282915407293
8,2024-01-12,Ridge,9355.221993690642
8,2024-01-13,Ridge,10006.205265257517
8,2024-01-14,Ridge,8806.582808689102
8,2024-01-15,Ridge,9339.968976036995
8,2024-01-16,Ridge,9244.804500640648
8,2024-01-17,Ridge,9211.69382770302
8,2024-01-18,Ridge,9786.772043946443
8,2024-01-19,Ridge,8805.915746539062
8,2024-01-20,Ridge,10602.469910554348
8,2024-01-21,Ridge,9232.093397823715
8,2024-01-22,Ridge,9992.081006868451
8,2024-01-23,Ridge,8831.094516361418
8,2024-01-24,Ridge,9785.08792622913
8,2024-01-25,Ridge,10142.140722119857
8,2024-01-26,Ridge,9631.828490765847
8,2024-01-27,Ridge,9604.318916888224
8,2024-01-28,Ridge,9756.56272182874
8,2024-01-29,Ridge,8683.253500053901
8,2024-01-30,Ridge,8315.480885307472
8,2024-01-03,Ensemble zwykła średnia,5992.063419461682
8,2024-01-04,Ensemble zwykła średnia,5922.240219020336
8,2024-01-05,Ensemble zwykła średnia,7195.354804707748
8,2024-01-06,Ensemble zwykła średnia,6154.324379515233
8,2024-01-07,Ensemble zwykła średnia,5918.605590636911
8,2024-01-08,Ensemble zwykła średnia,6442.547860235347
8,2024-01-09,Ensemble zwykła średnia,5705.9759997316505
8,2024-01-10,Ensemble zwykła średnia,5666.030109151848
8,2024-01-11,Ensemble zwykła średnia,9499.888557397482
8,2024-01-12,Ensemble zwykła średnia,9414.76624561994
8,2024-01-13,Ensemble zwykła średnia,10079.923903720415
8,2024-01-14,Ensemble zwykła średnia,8836.85656272399
8,2024-01-15,Ensemble zwykła średnia,9388.12724124878
8,2024-01-16,Ensemble zwykła średnia,9316.231672228403
8,2024-01-17,Ensemble zwykła średnia,9269.84742414937
8,2024-01-18,Ensemble zwykła średnia,9840.143204215417
8,2024-01-19,Ensemble zwykła średnia,8832.819044513262
8,2024-01-20,Ensemble zwykła średnia,10739.056517490686
8,2024-01-21,Ensemble zwykła średnia,9309.399363534583
8,2024-01-22,Ensemble zwykła średnia,10048.42491837457
8,2024-01-23,Ensemble zwykła średnia,8867.591485540257
8,2024-01-24,Ensemble zwykła średnia,9838.150678426711
8,2024-01-25,Ensemble zwykła średnia,10192.072721227678
8,2024-01-26,Ensemble zwykła średnia,9663.911882442248
8,2024-01-27,Ensemble zwykła średnia,9636.771700556244
8,2024-01-28,Ensemble zwykła średnia,9800.429415838502
8,2024-01-29,Ensemble zwykła średnia,8692.781999774566
8,2024-01-30,Ensemble zwykła średnia,8310.712783782314
8,2024-01-03,Ensemble ważona średnia,5973.838526101177
8,2024-01-04,Ensemble ważona średnia,5868.443869829462
8,2024-01-05,Ensemble ważona średnia,7265.822644617842
8,2024-01-06,Ensemble ważona średnia,6180.818089618099
8,2024-01-07,Ensemble ważona średnia,5867.853563418965
8,2024-01-08,Ensemble ważona średnia,6468.219434086102
8,2024-01-09,Ensemble ważona średnia,5632.3761029446005
8,2024-01-10,Ensemble ważona średnia,5606.349231544376
8,2024-01-11,Ensemble ważona średnia,9479.761292863439
8,2024-01-12,Ensemble ważona średnia,9382.237578151526
8,2024-01-13,Ensemble ważona średnia,10039.31825377103
8,2024-01-14,Ensemble ważona średnia,8823.486968865067
8,2024-01-15,Ensemble ważona średnia,9360.903553006861
8,2024-01-16,Ensemble ważona średnia,9281.69346518038
8,2024-01-17,Ensemble ważona średnia,9239.660992393352
8,2024-01-18,Ensemble ważona średnia,9813.29684382686
8,2024-01-19,Ensemble ważona średnia,8825.195917293064
8,2024-01-20,Ensemble ważona średnia,10656.21085541899
8,2024-01-21,Ensemble ważona średnia,9267.69950189911
8,2024-01-22,Ensemble ważona średnia,10020.434140003217
8,2024-01-23,Ensemble ważona średnia,8851.142049053533
8,2024-01-24,Ensemble ważona średnia,9814.098039656552
8,2024-01-25,Ensemble ważona średnia,10166.221772271234
8,2024-01-26,Ensemble ważona średnia,9650.09488089796
8,2024-01-27,Ensemble ważona średnia,9627.481702960218
8,2024-01-28,Ensemble ważona średnia,9777.186470212253
8,2024-01-29,Ensemble ważona średnia,8689.94781389624
8,2024-01-30,Ensemble ważona średnia,8319.492734592635
9,2024-01-03,ARIMAX,6032.699232590549
9,2024-01-04,ARIMAX,5915.815884518365
9,2024-01-05,ARIMAX,7376.786589044856
9,2024-01-06,ARIMAX,6239.857299662244
9,2024-01-07,ARIMAX,5915.815884518365
9,2024-01-08,ARIMAX,6546.078649210163
9,2024-01-09,ARIMAX,5675.636723287929
9,2024-01-10,ARIMAX,5642.615629129187
9,2024-01-11,ARIMAX,6189.016139907543
9,2024-01-12,ARIMAX,9416.23738623794
9,2024-01-13,ARIMAX,10079.52124508848
9,2024-01-14,ARIMAX,8858.729701792425
9,2024-01-15,ARIMAX,9383.216292079198
9,2024-01-16,ARIMAX,9347.876587730014
9,2024-01-17,ARIMAX,9281.83439941253
9,2024-01-18,ARIMAX,9856.86172261127
9,2024-01-19,ARIMAX,8880.64362228401
9,2024-01-20,ARIMAX,10687.569662445962
9,2024-01-21,ARIMAX,9314.855493571271
9,2024-01-22,ARIMAX,10068.41407142132
9,2024-01-23,ARIMAX,8891.750795951168
9,2024-01-24,ARIMAX,9872.363178016787
9,2024-01-25,ARIMAX,10202.817058246732
9,2024-01-26,ARIMAX,9689.437641627117
9,2024-01-27,ARIMAX,9693.831923365475
9,2024-01-28,ARIMAX,9806.320989699303
9,2024-01-29,ARIMAX,8708.8252595615
9,2024-01-30,ARIMAX,8351.762750258878
9,2024-01-03,LightGBM,5995.646270568879
9,2024-01-04,LightGBM,6024.724006277903
9,2024-01-05,LightGBM,6935.2810708078605
9,2024-01-06,LightGBM,6043.9482374031
9,2024-01-07,LightGBM,6012.910880937574
9,2024-01-08,LightGBM,6320.5771521613815
9,2024-01-09,LightGBM,5861.858922212632
9,2024-01-10,LightGBM,5791.569508454638
9,2024-01-11,LightGBM,6224.7339439006755
9,2024-01-12,LightGBM,9472.839356931234
9,2024-01-13,LightGBM,10154.045200815248
9,2024-01-14,LightGBM,8845.257177690444
9,2024-01-15,LightGBM,9441.196455630146
9,2024-01-16,LightGBM,9356.013928314549
9,2024-01-17,LightGBM,9316.014045332557
9,2024-01-18,LightGBM,9876.795846088538
9,2024-01-19,LightGBM,8811.897764716714
9,2024-01-20,LightGBM,10927.129979471745
9,2024-01-21,LightGBM,9381.249199208765
9,2024-01-22,LightGBM,10084.779676833938
9,2024-01-23,LightGBM,8879.929144308184
9,2024-01-24,LightGBM,9857.000931034218
9,2024-01-25,LightGBM,10231.260383316443
9,2024-01-26,LightGBM,9670.469514933777
9,2024-01-27,LightGBM,9612.164261415037
9,2024-01-28,LightGBM,9838.40453598746
9,2024-01-29,LightGBM,8686.267239708299
9,2024-01-30,LightGBM,8264.89471578059
9,2024-01-03,Ridge,5947.844755225618
9,2024-01-04,Ridge,5826.180766264739
9,2024-01-05,Ridge,7273.996754270527
9,2024-01-06,Ridge,6179.167601480351
9,2024-01-07,Ridge,5827.090006454793
9,2024-01-08,Ridge,6460.987779334497
9,2024-01-09,Ridge,5580.432353694392
9,2024-01-10,Ridge,5563.905189871717
9,2024-01-11,Ridge,6092.847059093898
9,2024-01-12,Ridge,9355.221993690642
9,2024-01-13,Ridge,10006.205265257517
9,2024-01-14,Ridge,8806.582808689102
9,2024-01-15,Ridge,9339.968976036995
9,2024-01-16,Ridge,9244.804500640648
9,2024-01-17,Ridge,9211.69382770302
9,2024-01-18,Ridge,9786.772043946443
9,2024-01-19,Ridge,8805.915746539062
9,2024-01-20,Ridge,10602.469910554348
9,2024-01-21,Ridge,9232.093397823715
9,2024-01-22,Ridge,9992.081006868451
9,2024-01-23,Ridge,8831.094516361418
9,2024-01-24,Ridge,9785.08792622913
9,2024-01-25,Ridge,10142.140722119857
9,2024-01-26,Ridge,9631.828490765847
9,2024-01-27,Ridge,9604.318916888224
9,2024-01-28,Ridge,9756.56272182874
9,2024-01-29,Ridge,8683.253500053901
9,2024-01-30,Ridge,8315.480885307472
9,2024-01-03,Ensemble zwykła średnia,5992.063419461682
9,2024-01-04,Ensemble zwykła średnia,5922.240219020336
9,2024-01-05,Ensemble zwykła średnia,7195.354804707748
9,2024-01-06,Ensemble zwykła średnia,6154.324379515233
9,2024-01-07,Ensemble zwykła średnia,5918.605590636911
9,2024-01-08,Ensemble zwykła średnia,6442.547860235347
9,2024-01-09,Ensemble zwykła średnia,5705.9759997316505
9,2024-01-10,Ensemble zwykła średnia,5666.030109151848
9,2024-01-11,Ensemble zwykła średnia,6168.865714300705
9,2024-01-12,Ensemble zwykła średnia,9414.76624561994
9,2024-01-13,Ensemble zwykła średnia,10079.923903720415
9,2024-01-14,Ensemble zwykła średnia,8836.85656272399
9,2024-01-15,Ensemble zwykła średnia,9388.12724124878
9,2024-01-16,Ensemble zwykła średnia,9316.231672228403
9,2024-01-17,Ensemble zwykła średnia,9269.84742414937
9,2024-01-18,Ensemble zwykła średnia,9840.143204215417
9,2024-01-19,Ensemble zwykła średnia,8832.819044513262
9,2024-01-20,Ensemble zwykła średnia,10739.056517490686
9,2024-01-21,Ensemble zwykła średnia,9309.399363534583
9,2024-01-22,Ensemble zwykła średnia,10048.42491837457
9,2024-01-23,Ensemble zwykła średnia,8867.591485540257
9,2024-01-24,Ensemble zwykła średnia,9838.150678426711
9,2024-01-25,Ensemble zwykła średnia,10192.072721227678
9,2024-01-26,Ensemble zwykła średnia,9663.911882442248
9,2024-01-27,Ensemble zwykła średnia,9636.771700556244
9,2024-01-28,Ensemble zwykła średnia,9800.429415838502
9,2024-01-29,Ensemble zwykła średnia,8692.781999774566
9,2024-01-30,Ensemble zwykła średnia,8310.712783782314
9,2024-01-03,Ensemble ważona średnia,5973.838526101177
9,2024-01-04,Ensemble ważona średnia,5868.443869829462
9,2024-01-05,Ensemble ważona średnia,7265.822644617842
9,2024-01-06,Ensemble ważona średnia,6180.818089618099
9,2024-01-07,Ensemble ważona średnia,5867.853563418965
9,2024-01-08,Ensemble ważona średnia,6468.219434086102
9,2024-01-09,Ensemble ważona średnia,5632.3761029446005
9,2024-01-10,Ensemble ważona średnia,5606.349231544376
9,2024-01-11,Ensemble ważona średnia,6130.078017777987
9,2024-01-12,Ensemble ważona średnia,9382.237578151526
9,2024-01-13,Ensemble ważona średnia,10039.31825377103
9,2024-01-14,Ensemble ważona średnia,8823.486968865067
9,2024-01-15,Ensemble ważona średnia,9360.903553006861
9,2024-01-16,Ensemble ważona średnia,9281.69346518038
9,2024-01-17,Ensemble ważona średnia,9239.660992393352
9,2024-01-18,Ensemble ważona średnia,9813.29684382686
9,2024-01-19,Ensemble ważona średnia,8825.195917293064
9,2024-01-20,Ensemble ważona średnia,10656.21085541899
9,2024-01-21,Ensemble ważona średnia,9267.69950189911
9,2024-01-22,Ensemble ważona średnia,10020.434140003217
9,2024-01-23,Ensemble ważona średnia,8851.142049053533
9,2024-01-24,Ensemble ważona średnia,9814.098039656552
9,2024-01-25,Ensemble ważona średnia,10166.221772271234
9,2024-01-26,Ensemble ważona średnia,9650.09488089796
9,2024-01-27,Ensemble ważona średnia,9627.481702960218
9,2024-01-28,Ensemble ważona średnia,9777.186470212253
9,2024-01-29,Ensemble ważona średnia,8689.94781389624
9,2024-01-30,Ensemble ważona średnia,8319.492734592635
10,2024-01-03,ARIMAX,6032.699232590549
10,2024-01-04,ARIMAX,5915.815884518365
10,2024-01-05,ARIMAX,7376.786589044856
10,2024-01-06,ARIMAX,6239.857299662244
10,2024-01-07,ARIMAX,5915.815884518365
10,2024-01-08,ARIMAX,6546.078649210163
10,2024-01-09,ARIMAX,5675.636723287929
10,2024-01-10,ARIMAX,5642.615629129187
10,2024-01-11,ARIMAX,6189.016139907543
10,2024-01-12,ARIMAX,6061.326045010934
10,2024-01-13,ARIMAX,10079.52124508848
10,2024-01-14,ARIMAX,8858.729701792425
10,2024-01-15,ARIMAX,9383.216292079198
10,2024-01-16,ARIMAX,9347.876587730014
10,2024-01-17,ARIMAX,9281.83439941253
10,2024-01-18,ARIMAX,9856.86172261127
10,2024-01-19,ARIMAX,8880.64362228401
10,2024-01-20,ARIMAX,10687.569662445962
10,2024-01-21,ARIMAX,9314.855493571271
10,2024-01-22,ARIMAX,10068.41407142132
10,2024-01-23,ARIMAX,8891.750795951168
10,2024-01-24,ARIMAX,9872.363178016787
10,2024-01-25,ARIMAX,10202.817058246732
10,2024-01-26,ARIMAX,9689.437641627117
10,2024-01-27,ARIMAX,9693.831923365475
10,2024-01-28,ARIMAX,9806.320989699303
10,2024-01-29,ARIMAX,8708.8252595615
10,2024-01-30,ARIMAX,8351.762750258878
10,2024-01-03,LightGBM,5995.646270568879
10,2024-01-04,LightGBM,6024.724006277903
10,2024-01-05,LightGBM,6935.2810708078605
10,2024-01-06,LightGBM,6043.9482374031
10,2024-01-07,LightGBM,6012.910880937574
10,2024-01-08,LightGBM,6320.5771521613815
10,2024-01-09,LightGBM,5861.858922212632
10,2024-01-10,LightGBM,5791.569508454638
10,2024-01-11,LightGBM,6224.7339439006755
10,2024-01-12,LightGBM,5998.370500663123
10,2024-01-13,LightGBM,10154.045200815248
10,2024-01-14,LightGBM,8845.257177690444
10,2024-01-15,LightGBM,9441.196455630146
10,2024-01-16,LightGBM,9356.013928314549
10,2024-01-17,LightGBM,9316.014045332557
10,2024-01-18,LightGBM,9876.795846088538
10,2024-01-19,LightGBM,8811.897764716714
10,2024-01-20,LightGBM,10927.129979471745
10,2024-01-21,LightGBM,9381.249199208765
10,2024-01-22,LightGBM,10084.779676833938
10,2024-01-23,LightGBM,8879.929144308184
10,2024-01-24,LightGBM,9857.000931034218
10,2024-01-25,LightGBM,10231.260383316443
10,2024-01-26,LightGBM,9670.469514933777
10,2024-01-27,LightGBM,9612.164261415037
10,2024-01-28,LightGBM,9838.40453598746
10,2024-01-29,LightGBM,8686.267239708299
10,2024-01-30,LightGBM,8264.89471578059
10,2024-01-03,Ridge,5947.844755225618
10,2024-01-04,Ridge,5826.180766264739
10,2024-01-05,Ridge,7273.996754270527
10,2024-01-06,Ridge,6179.167601480351
10,2024-01-07,Ridge,5827.090006454793
10,2024-01-08,Ridge,6460.987779334497
10,2024-01-09,Ridge,5580.432353694392
10,2024-01-10,Ridge,5563.905189871717
10,2024-01-11,Ridge,6092.847059093898
10,2024-01-12,Ridge,5996.786137377247
10,2024-01-13,Ridge,10006.205265257517
10,2024-01-14,Ridge,8806.582808689102
10,2024-01-15,Ridge,9339.968976036995
10,2024-01-16,Ridge,9244.804500640648
10,2024-01-17,Ridge,9211.69382770302
10,2024-01-18,Ridge,9786.772043946443
10,2024-01-19,Ridge,8805.915746539062
10,2024-01-20,Ridge,10602.469910554348
10,2024-01-21,Ridge,9232.093397823715
10,2024-01-22,Ridge,9992.081006868451
10,2024-01-23,Ridge,8831.094516361418
10,2024-01-24,Ridge,9785.08792622913
10,2024-01-25,Ridge,10142.140722119857
10,2024-01-26,Ridge,9631.828490765847
10,2024-01-27,Ridge,9604.318916888224
10,2024-01-28,Ridge,9756.56272182874
10,2024-01-29,Ridge,8683.253500053901
10,2024-01-30,Ridge,8315.480885307472
10,2024-01-03,Ensemble zwykła średnia,5992.063419461682
10,2024-01-04,Ensemble zwykła średnia,5922.240219020336
10,2024-01-05,Ensemble zwykła średnia,7195.354804707748
10,2024-01-06,Ensemble zwykła średnia,6154.324379515233
10,2024-01-07,Ensemble zwykła średnia,5918.605590636911
10,2024-01-08,Ensemble zwykła średnia,6442.547860235347
10,2024-01-09,Ensemble zwykła średnia,5705.9759997316505
10,2024-01-10,Ensemble zwykła średnia,5666.030109151848
10,2024-01-11,Ensemble zwykła średnia,6168.865714300705
10,2024-01-12,Ensemble zwykła średnia,6018.827561017101
10,2024-01-13,Ensemble zwykła średnia,10079.923903720415
10,2024-01-14,Ensemble zwykła średnia,8836.85656272399
10,2024-01-15,Ensemble zwykła średnia,9388.12724124878
10,2024-01-16,Ensemble zwykła średnia,9316.231672228403
10,2024-01-17,Ensemble zwykła średnia,9269.84742414937
10,2024-01-18,Ensemble zwykła średnia,9840.143204215417
10,2024-01-19,Ensemble zwykła średnia,8832.819044513262
10,2024-01-20,Ensemble zwykła średnia,10739.056517490686
10,2024-01-21,Ensemble zwykła średnia,9309.399363534583
10,2024-01-22,Ensemble zwykła średnia,10048.42491837457
10,2024-01-23,Ensemble zwykła średnia,8867.591485540257
10,2024-01-24,Ensemble zwykła średnia,9838.150678426711
10,2024-01-25,Ensemble zwykła średnia,10192.072721227678
10,2024-01-26,Ensemble zwykła średnia,9663.911882442248
10,2024-01-27,Ensemble zwykła średnia,9636.771700556244
10,2024-01-28,Ensemble zwykła średnia,9800.429415838502
10,2024-01-29,Ensemble zwykła średnia,8692.781999774566
10,2024-01-30,Ensemble zwykła średnia,8310.712783782314
10,2024-01-03,Ensemble ważona średnia,5973.838526101177
10,2024-01-04,Ensemble ważona średnia,5868.443869829462
10,2024-01-05,Ensemble ważona średnia,7265.822644617842
10,2024-01-06,Ensemble ważona średnia,6180.818089618099
10,2024-01-07,Ensemble ważona średnia,5867.853563418965
10,2024-01-08,Ensemble ważona średnia,6468.219434086102
10,2024-01-09,Ensemble ważona średnia,5632.3761029446005
10,2024-01-10,Ensemble ważona średnia,5606.349231544376
10,2024-01-11,Ensemble ważona średnia,6130.078017777987
10,2024-01-12,Ensemble ważona średnia,6013.079550614257
10,2024-01-13,Ensemble ważona średnia,10039.31825377103
10,2024-01-14,Ensemble ważona średnia,8823.486968865067
10,2024-01-15,Ensemble ważona średnia,9360.903553006861
10,2024-01-16,Ensemble ważona średnia,9281.69346518038
10,2024-01-17,Ensemble ważona średnia,9239.660992393352
10,2024-01-18,Ensemble ważona średnia,9813.29684382686
10,2024-01-19,Ensemble ważona średnia,8825.195917293064
10,2024-01-20,Ensemble ważona średnia,10656.21085541899
10,2024-01-21,Ensemble ważona średnia,9267.69950189911
10,2024-01-22,Ensemble ważona średnia,10020.434140003217
10,2024-01-23,Ensemble ważona średnia,8851.142049053533
10,2024-01-24,Ensemble ważona średnia,9814.098039656552
10,2024-01-25,Ensemble ważona średnia,10166.221772271234
10,2024-01-26,Ensemble ważona średnia,9650.09488089796
10,2024-01-27,Ensemble ważona średnia,9627.481702960218
10,2024-01-28,Ensemble ważona średnia,9777.186470212253
10,2024-01-29,Ensemble ważona średnia,8689.94781389624
10,2024-01-30,Ensemble ważona średnia,8319.492734592635
11,2024-01-03,ARIMAX,6032.699232590549
11,2024-01-04,ARIMAX,5915.815884518365
11,2024-01-05,ARIMAX,7376.786589044856
11,2024-01-06,ARIMAX,6239.857299662244
11,2024-01-07,ARIMAX,5915.815884518365
11,2024-01-08,ARIMAX,6546.078649210163
11,2024-01-09,ARIMAX,5675.636723287929
11,2024-01-10,ARIMAX,5642.615629129187
11,2024-01-11,ARIMAX,6189.016139907543
11,2024-01-12,ARIMAX,6061.326045010934
11,2024-01-13,ARIMAX,6724.609903861474
11,2024-01-14,ARIMAX,8858.729701792425
11,2024-01-15,ARIMAX,9383.216292079198
11,2024-01-16,ARIMAX,9347.876587730014
11,2024-01-17,ARIMAX,9281.83439941253
11,2024-01-18,ARIMAX,9856.86172261127
11,2024-01-19,ARIMAX,8880.64362228401
11,2024-01-20,ARIMAX,10687.569662445962
11,2024-01-21,ARIMAX,9314.855493571271
11,2024-01-22,ARIMAX,10068.41407142132
11,2024-01-23,ARIMAX,8891.750795951168
11,2024-01-24,ARIMAX,9872.363178016787
11,2024-01-25,ARIMAX,10202.817058246732
11,2024-01-26,ARIMAX,9689.437641627117
11,2024-01-27,ARIMAX,9693.831923365475
11,2024-01-28,ARIMAX,9806.320989699303
11,2024-01-29,ARIMAX,8708.8252595615
11,2024-01-30,ARIMAX,8351.762750258878
11,2024-01-03,LightGBM,5995.646270568879
11,2024-01-04,LightGBM,6024.724006277903
11,2024-01-05,LightGBM,6935.2810708078605
11,2024-01-06,LightGBM,6043.9482374031
11,2024-01-07,LightGBM,6012.910880937574
11,2024-01-08,LightGBM,6320.5771521613815
11,2024-01-09,LightGBM,5861.858922212632
11,2024-01-10,LightGBM,5791.569508454638
11,2024-01-11,LightGBM,6224.7339439006755
